<DOCID>APW19980227.0494</DOCID>
0	e37	['dispute']	1	e41	['signed']	0	4
7	e50	['permit']	26	e83	['holding']	4	4
7	e50	['permit']	39	e105	['signed']	4	4
9	e55	['issued']	37	e101	['doubling']	2	1
1	e41	['signed']	20	e71	['opposed']	0	1
0	e37	['dispute']	27	e84	['exercises']	0	2
1	e41	['signed']	46	e116	['improvement']	1	1
2	e43	['ratified']	18	e69	['said']	1	4
5	e46	['trying']	44	e113	['calls']	3	3
2	e43	['ratified']	33	e93	['under', '##mini', '##ng']	0	4
2	e43	['ratified']	13	e61	['saying']	1	4
3	e44	['stalled']	27	e84	['exercises']	0	1
9	e55	['issued']	25	e82	['ass', '##ailed']	4	5
1	e41	['signed']	42	e111	['manufacturing']	1	1
3	e44	['stalled']	6	e48	['tie']	0	1
0	e37	['dispute']	37	e101	['doubling']	0	1
7	e50	['permit']	37	e101	['doubling']	0	1
6	e48	['tie']	12	e59	['rat', '##ification']	0	1
7	e50	['permit']	40	e106	['calls']	4	4
7	e50	['permit']	46	e116	['improvement']	0	4
1	e41	['signed']	18	e69	['said']	1	1
1	e41	['signed']	39	e105	['signed']	1	4
0	e37	['dispute']	49	e121	['planned']	3	5
8	e53	['use']	9	e55	['issued']	0	4
2	e43	['ratified']	19	e156	['according']	1	4
9	e55	['issued']	27	e84	['exercises']	4	2
0	e37	['dispute']	45	e114	['coordination']	0	1
1	e41	['signed']	19	e156	['according']	1	1
2	e43	['ratified']	46	e116	['improvement']	1	4
2	e43	['ratified']	4	e45	['rat', '##ification']	0	4
0	e37	['dispute']	41	e107	['cooperation']	0	1
1	e41	['signed']	22	e74	['released']	1	1
7	e50	['permit']	29	e87	['remain']	0	4
1	e41	['signed']	23	e75	['pledged']	1	1
1	e41	['signed']	34	e98	['visit']	1	1
3	e44	['stalled']	49	e121	['planned']	3	3
7	e50	['permit']	47	e118	['imp', '##over', '##ished']	4	4
0	e37	['dispute']	36	e99	['aimed']	3	4
0	e37	['dispute']	2	e43	['ratified']	0	1
4	e45	['rat', '##ification']	5	e46	['trying']	0	4
2	e43	['ratified']	44	e113	['calls']	1	4
0	e37	['dispute']	35	e158	['signing']	3	4
2	e43	['ratified']	48	e119	['transition']	0	1
1	e41	['signed']	25	e82	['ass', '##ailed']	0	1
9	e55	['issued']	38	e102	['fell']	4	4
8	e53	['use']	11	e58	['called']	0	4
5	e46	['trying']	49	e121	['planned']	3	3
0	e37	['dispute']	44	e113	['calls']	3	5
2	e43	['ratified']	45	e114	['coordination']	1	1
0	e37	['dispute']	42	e111	['manufacturing']	0	1
3	e44	['stalled']	4	e45	['rat', '##ification']	0	1
3	e44	['stalled']	22	e74	['released']	3	3
8	e53	['use']	12	e59	['rat', '##ification']	0	4
0	e37	['dispute']	40	e106	['calls']	3	5
7	e50	['permit']	41	e107	['cooperation']	0	4
1	e41	['signed']	37	e101	['doubling']	1	1
8	e53	['use']	15	e64	['help']	0	4
3	e44	['stalled']	16	e65	['assured']	3	3
0	e37	['dispute']	6	e48	['tie']	0	1
9	e55	['issued']	39	e105	['signed']	5	4
0	e37	['dispute']	34	e98	['visit']	3	5
1	e41	['signed']	24	e77	['consult']	1	1
0	e37	['dispute']	7	e50	['permit']	0	1
0	e37	['dispute']	4	e45	['rat', '##ification']	0	2
7	e50	['permit']	49	e121	['planned']	4	4
9	e55	['issued']	13	e61	['saying']	0	5
1	e41	['signed']	26	e83	['holding']	0	1
0	e37	['dispute']	8	e53	['use']	0	1
8	e53	['use']	13	e61	['saying']	0	4
8	e53	['use']	14	e62	['create']	0	4
8	e53	['use']	17	e66	['join']	0	4
3	e44	['stalled']	21	e72	['expansion']	0	2
1	e41	['signed']	36	e99	['aimed']	1	1
9	e55	['issued']	28	e86	['said']	5	5
0	e37	['dispute']	31	e90	['developing']	0	1
8	e53	['use']	18	e69	['said']	3	4
1	e41	['signed']	29	e87	['remain']	0	1
0	e37	['dispute']	12	e59	['rat', '##ification']	0	1
0	e37	['dispute']	5	e46	['trying']	0	2
1	e41	['signed']	33	e93	['under', '##mini', '##ng']	0	1
0	e37	['dispute']	9	e55	['issued']	3	5
0	e37	['dispute']	33	e93	['under', '##mini', '##ng']	0	2
0	e37	['dispute']	11	e58	['called']	3	5
8	e53	['use']	23	e75	['pledged']	3	4
10	e56	['talks']	33	e93	['under', '##mini', '##ng']	4	2
3	e44	['stalled']	9	e55	['issued']	0	3
0	e37	['dispute']	46	e116	['improvement']	0	1
8	e53	['use']	20	e71	['opposed']	0	4
2	e43	['ratified']	41	e107	['cooperation']	1	4
9	e55	['issued']	43	e112	['said']	5	5
8	e53	['use']	21	e72	['expansion']	0	4
0	e37	['dispute']	14	e62	['create']	0	1
1	e41	['signed']	44	e113	['calls']	1	1
0	e37	['dispute']	28	e86	['said']	3	5
9	e55	['issued']	36	e99	['aimed']	5	4
0	e37	['dispute']	30	e89	['called']	3	5
3	e44	['stalled']	18	e69	['said']	3	3
8	e53	['use']	22	e74	['released']	3	4
3	e44	['stalled']	13	e61	['saying']	0	3
0	e37	['dispute']	13	e61	['saying']	3	5
0	e37	['dispute']	15	e64	['help']	0	1
3	e44	['stalled']	11	e58	['called']	3	3
9	e55	['issued']	29	e87	['remain']	2	1
9	e55	['issued']	35	e158	['signing']	5	4
8	e53	['use']	26	e83	['holding']	0	4
8	e53	['use']	28	e86	['said']	3	4
9	e55	['issued']	30	e89	['called']	5	5
0	e37	['dispute']	16	e65	['assured']	3	5
0	e37	['dispute']	3	e44	['stalled']	0	2
5	e46	['trying']	33	e93	['under', '##mini', '##ng']	0	2
8	e53	['use']	27	e84	['exercises']	0	4
0	e37	['dispute']	29	e87	['remain']	0	1
7	e50	['permit']	43	e112	['said']	4	4
0	e37	['dispute']	24	e77	['consult']	0	1
3	e44	['stalled']	5	e46	['trying']	0	3
8	e53	['use']	29	e87	['remain']	0	4
3	e44	['stalled']	20	e71	['opposed']	0	3
2	e43	['ratified']	42	e111	['manufacturing']	1	4
0	e37	['dispute']	17	e66	['join']	0	1
2	e43	['ratified']	43	e112	['said']	1	5
7	e50	['permit']	31	e90	['developing']	0	4
0	e37	['dispute']	21	e72	['expansion']	0	2
1	e41	['signed']	28	e86	['said']	1	1
1	e41	['signed']	27	e84	['exercises']	0	1
9	e55	['issued']	33	e93	['under', '##mini', '##ng']	4	2
0	e37	['dispute']	26	e83	['holding']	0	1
0	e37	['dispute']	10	e56	['talks']	3	5
1	e41	['signed']	30	e89	['called']	1	1
0	e37	['dispute']	18	e69	['said']	3	5
0	e37	['dispute']	19	e156	['according']	3	5
0	e37	['dispute']	22	e74	['released']	3	5
9	e55	['issued']	40	e106	['calls']	5	4
0	e37	['dispute']	23	e75	['pledged']	3	5
9	e55	['issued']	17	e66	['join']	1	1
0	e37	['dispute']	25	e82	['ass', '##ailed']	0	5
0	e37	['dispute']	20	e71	['opposed']	0	2
9	e55	['issued']	34	e98	['visit']	2	5
9	e55	['issued']	21	e72	['expansion']	2	2
3	e44	['stalled']	33	e93	['under', '##mini', '##ng']	0	1
9	e55	['issued']	26	e83	['holding']	4	2
7	e50	['permit']	45	e114	['coordination']	0	4
9	e55	['issued']	42	e111	['manufacturing']	2	1
2	e43	['ratified']	49	e121	['planned']	1	4
10	e56	['talks']	19	e156	['according']	0	1
9	e55	['issued']	46	e116	['improvement']	2	4
9	e55	['issued']	19	e156	['according']	5	5
10	e56	['talks']	20	e71	['opposed']	2	2
1	e41	['signed']	40	e106	['calls']	1	1
9	e55	['issued']	44	e113	['calls']	5	5
9	e55	['issued']	41	e107	['cooperation']	2	1
1	e41	['signed']	35	e158	['signing']	1	1
10	e56	['talks']	28	e86	['said']	5	1
8	e53	['use']	38	e102	['fell']	0	4
8	e53	['use']	24	e77	['consult']	0	4
9	e55	['issued']	20	e71	['opposed']	2	2
9	e55	['issued']	18	e69	['said']	0	5
9	e55	['issued']	22	e74	['released']	5	5
3	e44	['stalled']	10	e56	['talks']	3	3
9	e55	['issued']	49	e121	['planned']	5	5
8	e53	['use']	44	e113	['calls']	3	4
8	e53	['use']	42	e111	['manufacturing']	0	4
3	e44	['stalled']	19	e156	['according']	3	3
8	e53	['use']	37	e101	['doubling']	0	1
9	e55	['issued']	23	e75	['pledged']	5	5
8	e53	['use']	45	e114	['coordination']	0	4
8	e53	['use']	47	e118	['imp', '##over', '##ished']	0	4
8	e53	['use']	30	e89	['called']	3	4
8	e53	['use']	32	e92	['claimed']	0	4
9	e55	['issued']	11	e58	['called']	5	5
8	e53	['use']	35	e158	['signing']	3	4
9	e55	['issued']	24	e77	['consult']	1	1
8	e53	['use']	34	e98	['visit']	0	4
8	e53	['use']	41	e107	['cooperation']	0	4
9	e55	['issued']	15	e64	['help']	1	2
9	e55	['issued']	14	e62	['create']	0	1
8	e53	['use']	46	e116	['improvement']	0	4
8	e53	['use']	48	e119	['transition']	0	1
9	e55	['issued']	12	e59	['rat', '##ification']	0	1
8	e53	['use']	40	e106	['calls']	3	4
8	e53	['use']	31	e90	['developing']	0	4
8	e53	['use']	50	e123	['visit']	0	1
8	e53	['use']	39	e105	['signed']	3	4
8	e53	['use']	36	e99	['aimed']	3	4
8	e53	['use']	33	e93	['under', '##mini', '##ng']	0	4
10	e56	['talks']	13	e61	['saying']	5	1
9	e55	['issued']	10	e56	['talks']	0	4
8	e53	['use']	49	e121	['planned']	3	4
8	e53	['use']	43	e112	['said']	3	4
10	e56	['talks']	25	e82	['ass', '##ailed']	4	1
10	e56	['talks']	16	e65	['assured']	0	1
